ip_addr,src_port,corporation,vendor,device_type,product_code,product_name,revision
222.191.168.120,44818,Rockwell,Rockwell Automation/Allen-Bradley,Communication Module,120,1769-L35E Ethernet Port,13.24
222.191.168.116,44818,Rockwell,Rockwell Automation/Allen-Bradley,Communication Module,120,1769-L35E Ethernet Port,13.24
222.191.168.97,44818,Rockwell,Rockwell Automation/Allen-Bradley,Communication Module,120,1769-L35E Ethernet Port,13.34
222.191.168.103,44818,Rockwell,Rockwell Automation/Allen-Bradley,Communication Module,120,1769-L35E Ethernet Port,13.24
157.217.150.43,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,185,1763-L16BWA B/12.00,2.12
222.191.168.128,44818,Rockwell,Rockwell Automation/Allen-Bradley,Communication Module,120,1769-L35E Ethernet Port,13.34
49.57.223.185,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,185,1763-L16BWA B/9.00,2.9
158.140.131.98,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BXBA C/21.02,2.21
222.191.168.140,44818,Rockwell,Rockwell Automation/Allen-Bradley,Communication Module,120,1769-L35E Ethernet Port,13.24
222.191.168.137,44818,Rockwell,Rockwell Automation/Allen-Bradley,Communication Module,120,1769-L35E Ethernet Port,13.34
222.191.168.144,44818,Rockwell,Rockwell Automation/Allen-Bradley,Communication Module,120,1769-L35E Ethernet Port,13.34
157.217.150.41,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,185,1763-L16BWA B/12.00,2.12
49.57.223.172,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,185,1763-L16BWA B/11.00,2.11
49.57.222.34,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,185,1763-L16BWA B/11.00,2.11
157.217.199.192,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,185,1763-L16BWA B/12.00,2.12
50.22.23.23,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,108,1769-L36ERM/A LOGIX5336ERM,20.13
49.57.214.25,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,185,1763-L16BWA B/11.00,2.11
157.146.69.180,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32AWAA B/15.00,2.15
158.157.245.246,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BXB B/15.00,2.15
158.157.156.87,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,154,1769-L18ER/B LOGIX5318ER,20.14
158.157.150.253,44818,Rockwell,Rockwell Automation/Allen-Bradley,Communication Module,58,1756-ENBT/A,4.3
49.57.214.2,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,185,1763-L16BWA B/9.00,2.9
158.157.244.202,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BXB B/15.00,2.15
158.157.132.208,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,150,1769-L24ER-QBFC1B/A LOGIX5324ER,20.14
101.253.131.109,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,185,1763-L16BWA B/9.00,2.9
158.157.123.140,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,185,1763-L16BWA B/14.00,2.14
49.57.214.163,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,185,1763-L16BWA B/9.00,2.9
158.157.107.151,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWAA B/15.00,2.15
158.157.64.4,44818,Omron,Omron Corporation,PLC,1664,NJ101,2.4
158.157.77.195,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BXB B/15.00,2.15
104.173.51.160,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWAA B/14.00,2.14
104.31.35.221,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWA B/14.00,2.14
158.157.250.239,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,185,1763-L16BWA B/9.00,2.9
172.62.209.63,44818,Rockwell,Rockwell Automation/Allen-Bradley,Communication Module,158,1769-L32E Ethernet Port,19.11
158.157.230.219,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BXB B/15.00,2.15
158.157.210.82,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWAA C/21.02,2.21
158.157.247.74,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BXB B/15.00,2.15
158.151.43.230,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32AWA B/13.00,2.13
158.151.113.242,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BXBA B/14.00,2.14
107.241.97.109,44818,Rockwell,Rockwell Automation/Allen-Bradley,Communication Module,166,1756-EN2T/D,10.7
158.151.113.243,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BXBA B/14.00,2.14
107.241.97.162,44818,Rockwell,Rockwell Automation/Allen-Bradley,Communication Module,166,1756-EN2T/D,10.7
106.66.84.223,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,106,1769-L30ER/A LOGIX5330ER,24.13
158.151.113.245,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BXBA B/14.00,2.14
158.151.98.75,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BXB B/14.00,2.14
158.146.28.109,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWAA B/14.00,2.14
158.147.203.250,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BXBA C/21.02,2.21
158.147.203.247,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWAA B/14.00,2.14
64.105.191.63,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWA B/15.00,2.15
64.105.191.59,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWA B/15.00,2.15
111.207.147.220,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWAA B/15.00,2.15
158.147.238.150,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWAA B/15.00,2.15
158.147.234.73,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,176,1747-L551/C C/11 - DC 3.46 ,3.11
158.147.17.249,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,176,1747-L551/C C/11 - DC 3.46 ,3.11
111.82.80.26,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,185,1763-L16AWA B/11.00,2.11
111.86.45.110,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWAA C/21.02,2.21
223.245.52.97,44818,Rockwell,Rockwell Automation/Allen-Bradley,Communication Module,99,1761-NET-ENI/D,1.8
110.37.36.139,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,107,1769-L33ER/A LOGIX5333ER,20.13
220.212.144.142,44818,Rockwell,Rockwell Automation/Allen-Bradley,Communication Module,158,1769-L32E Ethernet Port,16.3
110.46.228.156,44818,Rockwell,Rockwell Automation/Allen-Bradley,Communication Module,158,1769-L32E Ethernet Port,19.15
110.86.44.98,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BXB A/5.00,1.5
158.157.235.222,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32AWAA B/15.00,2.15
158.145.111.212,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWAA B/15.00,2.15
80.155.56.148,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BXBA B/11.00,2.11
80.194.188.17,44818,Rockwell,Rockwell Automation/Allen-Bradley,Communication Module,58,1756-ENBT/A,4.6
80.25.132.176,44818,Rockwell,Rockwell Automation/Allen-Bradley,Communication Module,190,1769-L23E-QB1 Ethernet Port,17.7
80.25.139.135,44818,Rockwell,Rockwell Automation/Allen-Bradley,Communication Module,190,1769-L23E-QB1 Ethernet Port,17.7
80.185.69.47,44818,Rockwell,Rockwell Automation/Allen-Bradley,Communication Module,99,1761-NET-ENI/D,1.8
158.164.206.147,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32AWA B/21.07,2.21
146.255.25.214,44818,Rockwell,Rockwell Automation/Allen-Bradley,Communication Module,120,1769-L35E Ethernet Port,20.11
158.139.129.215,44818,Rockwell,Rockwell Automation/Allen-Bradley,Communication Module,58,1756-ENBT/A,6.4
48.28.39.135,44818,Rockwell,Rockwell Automation/Allen-Bradley,Communication Module,99,1761-NET-ENI/D,1.8
158.132.186.233,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BXB C/21.02,2.21
220.214.127.103,44818,Omron,Omron Corporation,Communication Module,23,CJ2M-EIP21,2.7
158.240.76.204,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BXBA B/15.00,2.15
113.159.129.217,44818,Omron,Omron Corporation,Communication Module,23,CJ2M-EIP21,2.2
94.164.236.177,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,108,1769-L36ERM/A LOGIX5336ERM,28.11
96.222.72.196,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,152,1769-L19ER-BB1B/A LOGIX5319ER,30.14
158.135.199.221,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,185,1763-L16AWA B/16.00,2.16
143.144.27.64,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BXBA B/15.00,2.15
182.61.23.73,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BXBA B/15.00,2.15
70.169.206.241,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWAA B/14.00,2.14
158.164.206.146,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32AWA B/21.07,2.21
158.164.206.148,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32AWA B/21.07,2.21
158.143.110.191,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32AWA C/21.06,2.21
61.189.146.251,44818,Rockwell,Rockwell Automation/Allen-Bradley,Communication Module,120,1769-L35E Ethernet Port,19.11
176.140.103.115,44818,Rockwell,Rockwell Automation/Allen-Bradley,Communication Module,177,"1408-EM3A-ENT, Series B",4.11
158.143.110.189,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32AWA C/21.06,2.21
155.40.165.195,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWAA B/15.00,2.15
158.132.145.63,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BXB C/21.02,2.21
146.122.4.160,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,106,1769-L30ER/A LOGIX5330ER,20.12
158.133.206.133,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,178,1769-L36ERMS/B LOGIX5370SAFETY,32.13
158.232.50.14,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWAA B/15.00,2.15
52.134.123.93,44818,Rockwell,Rockwell Automation/Allen-Bradley,Communication Module,151,1768-ENBT/A,4.1
146.122.18.3,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BXBA B/11.00,2.11
92.107.224.254,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BXBA B/11.00,2.11
72.235.140.84,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,154,1769-L18ER/B LOGIX5318ER,26.13
78.35.20.250,44818,Rockwell,Rockwell Automation/Allen-Bradley,Communication Module,158,1769-L32E Ethernet Port,15.4
16.229.47.21,44818,Rockwell,Rockwell Automation/Allen-Bradley,Communication Module,158,1769-L32E Ethernet Port,15.4
71.129.219.202,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWAA C/21.02,2.21
65.254.175.232,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWAA B/14.00,2.14
79.166.8.88,44818,Rockwell,Rockwell Automation/Allen-Bradley,Communication Module,58,1756-ENBT/A,4.3
82.177.161.175,44818,Rockwell,Rockwell Automation/Allen-Bradley,Communication Module,120,1769-L35E Ethernet Port,20.12
158.147.212.232,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BXB C/21.02,2.21
106.187.202.132,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,185,1763-L16BBB B/12.00,2.12
65.251.18.56,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWAA B/15.00,2.15
128.110.69.0,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BXB B/10.00,2.1
176.143.221.40,44818,Omron,Omron Corporation,Communication Module,23,CJ2M-EIP21,2.3
158.241.74.116,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32AWA C/21.06,2.21
158.241.155.150,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32AWA A/5.00,1.5
158.142.201.154,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,185,1763-L16BWA B/16.00,2.16
158.142.201.152,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,185,1763-L16BWA B/16.00,2.16
53.89.174.19,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BXB B/10.00,2.1
158.141.209.141,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,107,1769-L33ER/A LOGIX5333ER,34.11
158.241.155.155,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32AWA B/15.00,2.15
75.191.175.117,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWAA C/21.02,2.21
136.23.131.91,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,185,1763-L16BBB B/14.00,2.14
12.34.175.121,44818,Rockwell,Rockwell Automation/Allen-Bradley,Communication Module,158,1769-L32E Ethernet Port,19.11
96.110.162.52,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,90,1766-L32BWAA B/11.00,2.11
158.241.14.80,44818,Rockwell,Rockwell Automation/Allen-Bradley,PLC,110,1769-L33ERM/A LOGIX5333ERM,33.13
4.137.162.209,502,Regin,AB Regin,,,,
44.158.192.199,502,Schneider,Schneider Electric,PLC,TM221CE40T,,V1.0
1.41.99.23,502,Schneider,Schneider Electric,PLC,BMX P34 2020,,v2.6
94.27.202.61,502,Regin,AB Regin,,,,
121.58.178.117,502,Schneider,TELEMECANIQUE,PLC,TWDLCAE40DRF,TWIDO,5.3
93.119.38.150,502,Schneider,TELEMECANIQUE,PLC,TWDLMDA20DRT,TWIDO,5.41
94.27.203.137,502,Regin,AB Regin,,,,
4.137.162.213,502,Regin,AB Regin,,,,
214.80.216.121,502,Regin,AB Regin,,,,
95.246.159.81,502,Schneider,Schneider Electric,PLC,BMX P34 2020,,v2.1
104.147.235.121,502,Schneider,Schneider Electric,HMI,HMIS5T,Magelis,V6.2.11.1009
44.158.195.50,502,Schneider,Schneider Electric,PLC,TM221CE40R,,V1.0
95.246.157.62,502,Schneider,Schneider Electric,PLC,TM221CE40T,,V1.0
104.147.235.122,502,Schneider,Schneider Electric,PLC,TM221CE24R,,V1.0
93.171.48.147,502,Schneider,Schneider Electric,Communication Module,BMX NOE 0100,,V2.80
95.246.128.152,502,Schneider,Schneider Electric,PLC,BMX P34 2020,,v2.6
44.158.205.238,502,Schneider,Schneider Electric,PLC,TM221CE40R,,V1.0
88.186.52.149,502,Regin,AB Regin,,,,
1.41.89.209,502,Schneider,Schneider Electric,PLC,TM221CE24R,,V1.0
93.171.48.148,502,Schneider,Schneider Electric,Communication Module,BMX NOE 0100,,V2.80
1.41.88.60,502,Schneider,Schneider Electric,PLC,TM221CE24T,,V1.0
93.171.48.151,502,Schneider,Schneider Electric,Communication Module,BMX NOE 0100,,V2.80
193.136.71.34,502,Schneider,Schneider Electric,PLC,BMX P34 2020,,v2.4
68.98.123.225,502,Schneider,Schneider Electric,PLC,BMX P34 2020,,v2.5
82.3.220.229,502,ABB,ABB Stotz Kontakt,,,,
95.246.190.167,502,Schneider,Schneider Electric SAS,Communication Module,TSXETY4103,,V4.3
94.27.207.126,502,Regin,AB Regin,,,,
1.41.94.235,502,Schneider,Schneider Electric,PLC,BMX P34 2020,,v2.6
82.217.214.37,502,Schneider,Schneider Electric,Communication Module,BMX NOE 0100,,V3.20
94.27.207.123,502,Regin,AB Regin,,,,
214.80.189.23,502,Regin,AB Regin,,,,
158.136.209.55,502,ABB,ABB Stotz Kontakt,,,,
191.192.69.146,502,Schneider,TELEMECANIQUE,PLC,TWDLCAE40DRF,TWIDO,5.4
158.136.218.67,502,Schneider,Schneider Electric,PLC,TM221CE16T,,V1.0
1.21.155.226,502,Schneider,Schneider Electric,PLC,TM221CE40T,,V1.0
214.81.82.21,502,Regin,AB Regin,,,,
95.246.172.218,502,Schneider,Schneider Electric,HMI,HMIS5T,Magelis,V6.2.8.12
44.158.205.57,502,Schneider,Schneider Electric,PLC,TM221CE40R,,V1.0
87.102.1.107,502,Schneider,Schneider Electric SAS,Communication Module,TSXETY4103,,V4.0
1.52.160.236,502,ENTES,ENTES AS,Power Meter,23000102,POWER FACTOR CONTROLLER,V4.00
191.120.2.28,502,Schneider,Schneider Electric,Power Meter,METSEPM3250,,V1.4
44.158.205.137,502,Schneider,Schneider Electric,PLC,TM221CE40R,,V1.0
191.93.226.149,502,Schneider,Schneider Electric,PLC,TM241CE24R,,V04.00.05.11
140.25.48.63,502,Schneider,Schneider Electric,PLC,TM241CE40R,,V04.00.06.37
95.97.0.68,502,ABB,ABB Stotz Kontakt,,,,
194.91.167.108,502,Schneider,Schneider Electric,PLC,TM221ME16R,,V1.0
216.149.60.170,502,Schneider,Schneider Electric,PLC,BMX P34 2020,,v2.5
193.140.110.98,502,Schneider,Schneider Electric,Communication Module,BMX NOE 0100,,V3.20
51.60.3.222,502,Schneider,Schneider Electric,PLC,TM200CE24R,,V0.2
94.27.206.232,502,Regin,AB Regin,,,,
214.82.47.157,502,Regin,AB Regin,,,,
145.182.217.175,502,Schneider,Schneider Electric,HMI,HMIGTO4310,Magelis,V6.2.8.12
140.25.219.248,502,Schneider,Schneider Electric,PLC,TM221CE24T,,V1.0
214.87.80.48,502,Regin,AB Regin,,,,
190.148.106.19,502,Schneider,Telemecanique,HMI,XBTGT5330,Magelis,V5.0.0.537
44.158.204.240,502,Schneider,Schneider Electric,PLC,TM221CE40R,,V1.0
143.151.224.84,502,Schneider,Schneider Electric,PLC,BMX P34 2020,,v2.5
190.148.106.18,502,Schneider,Telemecanique,HMI,XBTGT5330,Magelis,V5.0.0.537
190.148.106.17,502,Schneider,Telemecanique,HMI,XBTGT5330,Magelis,V5.0.0.537
44.158.204.99,502,Schneider,Schneider Electric,PLC,TM221CE40R,,V1.0
122.152.98.81,502,Schneider,Schneider Electric,PLC,TM241CE40R,,V04.00.02.42
140.25.199.137,502,Eaton,Ulusoy Elektrik,RTU,UE-RTU32,UE-RTU32-MB,v1.00
190.148.106.20,502,Schneider,Telemecanique,HMI,XBTGT5330,Magelis,V5.0.0.537
193.140.206.165,502,Schneider,Schneider Electric,PLC,BMX P34 2020,,v2.5
82.179.39.100,502,Schneider,Schneider Electric,Power Meter,PM5111,,V2020
193.140.199.78,502,Schneider,Schneider Electric,PLC,BMX P34 2020,,v2.6
34.106.120.178,502,Schneider,TELEMECANIQUE,PLC,TWDLCAE40DRF,TWIDO,5.3
94.27.206.250,502,Regin,AB Regin,,,,
78.0.87.167,502,Schneider,Schneider Electric,PLC,BMX P34 2020,,v2.6
145.182.217.193,502,Schneider,Schneider Electric,HMI,HMIS5T,Magelis,V6.1.4.361
87.120.166.187,502,Schneider,Schneider Electric,PLC,TM251MESE,,V05.01.10.10
77.199.36.81,502,Schneider,TELEMECANIQUE,PLC,TWDLCAE40DRF,TWIDO,5.4
84.140.49.17,502,Vivreco,VivrecoHP,,,,
49.235.46.55,502,Regin,AB Regin,,,,
110.108.227.59,502,Schneider,Schneider Electric,PLC,BMX P34 2020,,v2.1
193.140.188.34,502,Schneider,Schneider Electric,PLC,BMX P34 2020,,v2.6
77.218.206.105,502,Schneider,Schneider Electric,PLC,BMX P34 2020,,v2.9
110.105.2.0,502,Regin,AB Regin,,,,
193.140.182.51,502,Schneider,Schneider Electric,PLC,BMX P34 2020,,v2.5
110.105.2.191,502,Regin,AB Regin,,,,
208.126.231.120,502,Schneider,Schneider Electric SAS,Communication Module,TSXETY4103,,V5.7
154.118.31.68,502,Schneider,Schneider Electric,PLC,BMX P34 2020,,v2.6
44.158.204.54,502,Schneider,Schneider Electric,PLC,TM221CE40R,,V1.0
49.101.130.16,502,Schneider,TELEMECANIQUE,PLC,TWDLMDA20D-K,TWIDO,3.5
44.158.204.55,502,Schneider,Schneider Electric,PLC,TM221CE40R,,V1.0
193.140.20.138,502,Schneider,Schneider Electric,PLC,BMX P34 2020,,v2.5
95.232.152.22,502,ABB,ABB Stotz Kontakt,,,,
51.8.144.19,502,Schneider,Schneider Electric,PLC,TM221CE24R,,V1.0
44.158.204.113,502,Schneider,Schneider Electric,PLC,TM221CE40R,,V1.0
193.140.55.18,502,Schneider,Schneider Electric,PLC,BMX P34 2020,,v2.5
82.156.240.46,502,ABB,ABB,,,,
44.158.204.140,502,Schneider,Schneider Electric,PLC,TM221CE40R,,V1.0
110.120.67.192,502,Schneider,Schneider Electric,PLC,BMX P34 2020,,v2.5
84.16.61.190,502,Schneider,Schneider Electric,PLC,BMX P34 2020,,v2.5
49.35.4.130,502,Schneider,Schneider Electric,PLC,TM251MESE,,V05.01.09.21
34.106.119.112,502,Schneider,Schneider Electric,PLC,TM241CE40T_U,,V04.00.06.38
44.158.195.203,502,Schneider,Schneider Electric,PLC,TM221CE40R,,V1.0
1.52.160.229,502,ENTES,ENTES AS,Power Meter,23000102,POWER FACTOR CONTROLLER,V4.01
34.106.120.179,502,Schneider,TELEMECANIQUE,PLC,TWDLCAE40DRF,TWIDO,5.3
94.27.204.78,502,Regin,AB Regin,,,,
44.158.204.186,502,Schneider,Schneider Electric,PLC,TM221CE40R,,V1.0
194.249.97.90,502,Schneider,Schneider Electric,PLC,TM241CE24T_U,,V04.00.02.52
34.106.120.176,502,Schneider,TELEMECANIQUE,PLC,TWDLCAE40DRF,TWIDO,5.3
44.158.204.129,502,Schneider,Schneider Electric,PLC,TM221CE40R,,V1.0
194.249.96.162,502,Schneider,Schneider Electric,PLC,TM241CE24T_U,,V04.00.02.52
208.126.182.142,502,Schneider,Schneider Electric SAS,Communication Module,TSXETY4103,,V4.4
203.59.179.204,502,Schneider,Schneider Electric,Power Meter,PM2130 V3,,V1021
130.200.89.123,502,Schneider,Schneider Electric,PLC,TM241CE40T_U,,V04.00.02.52
44.158.204.218,502,Schneider,Schneider Electric,PLC,TM221CE40R,,V1.0
34.206.32.180,502,Schneider,TELEMECANIQUE,PLC,TWDLCAE40DRF,TWIDO,5.42
130.200.88.70,502,Schneider,Schneider Electric,PLC,TM241CE40T_U,,V04.00.02.52
137.92.90.215,502,Schneider,TELEMECANIQUE,PLC,TWDLCAE40DRF,TWIDO,5
44.158.204.130,502,Schneider,Schneider Electric,PLC,TM221CE40R,,V1.0
34.206.32.52,502,Schneider,TELEMECANIQUE,PLC,TWDLCAE40DRF,TWIDO,5.2
95.120.178.57,502,Danfoss,Danfoss Ltd,,,,
194.249.97.93,502,Schneider,Schneider Electric,PLC,TM241CE24T_U,,V04.00.02.52
217.195.13.21,502,Schneider,Schneider Electric,Communication Module,BMX NOE 0100,,V2.01
193.141.58.185,502,Schneider,Schneider Electric,PLC,BMX P34 2020,,v2.5
130.108.121.249,502,Schneider,Schneider Electric,PLC,BMX P34 2020,,v2.4
34.206.32.53,502,Schneider,TELEMECANIQUE,PLC,TWDLCAE40DRF,TWIDO,5.2
44.158.204.217,502,Schneider,Schneider Electric,PLC,TM221CE40R,,V1.0
217.195.21.136,502,Schneider,TELEMECANIQUE,PLC,TWDLCAE40DRF,TWIDO,5.2
214.252.5.196,502,Schneider,Schneider Electric,PLC,BMX P34 2020,,v2.6
193.141.15.173,502,Schneider,TELEMECANIQUE,PLC,BMX P34 2020,,v1.0
44.108.117.163,502,Schneider,Schneider Electric,PLC,TM221CE40R,,V1.0
95.246.252.59,502,Schneider,Schneider Electric,PLC,BMX P34 2020,,v2.4
193.141.216.77,502,Schneider,Schneider Electric,PLC,BMX P34 2020,,v2.5
94.30.103.40,502,Regin,AB Regin,,,,
67.146.43.243,502,Schneider,Schneider Electric,PLC,TM221CE16T,,V1.0
94.31.117.199,502,Regin,AB Regin,,,,
49.35.17.81,502,Schneider,Schneider Electric,PLC,TM238LFDC24DTS0,,V04.00.01.23
140.25.161.238,502,Eaton,Ulusoy Elektrik,RTU,UE-RTU32,UE-RTU32-MB,v1.00
94.27.202.229,502,Regin,AB Regin,,,,
110.116.254.197,502,Schneider,Schneider Electric,PLC,171 CBU 98091,,v01.00
193.141.44.46,502,Schneider,TELEMECANIQUE,PLC,TWDLCAA24DRF,TWIDO,5.41
194.249.97.78,502,Schneider,Schneider Electric,PLC,TM221ME16R,,V2.2
34.73.83.202,502,Schneider,Schneider Electric,PLC,BMX P34 20302,,v2.2
214.255.38.196,502,Regin,AB Regin,,,,
194.249.97.95,502,Schneider,Schneider Electric,PLC,TM241CE24T_U,,V04.00.02.52
77.58.51.22,502,Schneider,TELEMECANIQUE,PLC,TWDLCAE40DRF,TWIDO,5.3
4.56.65.248,502,Schneider,Schneider Electric,PLC,TM221CE40T,,V1.0
49.35.60.244,502,Schneider,Schneider Electric,PLC,TM238LFDC24DTS0,,V04.00.01.23
23.101.38.95,502,Schneider,Schneider Electric,PLC,171 CBU 98090,,v01.31
95.246.240.254,502,Schneider,Schneider Electric,PLC,BMX P34 2020,,v2.5
194.26.120.57,502,Schneider,TELEMECANIQUE,PLC,TWDLCAE40DRF,TWIDO,5.3
120.220.119.249,502,Schneider,Schneider Electric SAS,Communication Module,TSXETY4103,,V5.8
94.26.30.152,502,Regin,AB Regin,,,,
158.166.40.36,502,ABB,ABB,,,,
140.25.45.50,502,Schneider,Schneider Electric,PLC,TM221CE40T,,V1.0
194.20.40.243,502,Schneider,Schneider Electric,PLC,BMX P34 2020,,v2.5
94.26.30.150,502,Regin,AB Regin,,,,
139.155.162.196,502,Schneider,Schneider Electric,Power Meter,ION7400,PowerLogic,003.000.000
214.1.133.182,502,Schneider,Schneider Electric SAS,Communication Module,TSXETY4103,,V5.9
44.158.201.22,502,Schneider,Schneider Electric,PLC,TM221M16R,,V2.2
110.249.121.190,502,Schneider,TELEMECANIQUE,PLC,TWDLCAE40DRF,TWIDO,5.2
94.26.30.151,502,Regin,AB Regin,,,,
179.198.23.152,502,Schneider,Schneider Electric,HMI,HMIS5T,Magelis,V6.2.8.12
214.1.131.118,502,Schneider,Schneider Electric SAS,Communication Module,TSXETY4103,,V3.1
81.115.105.161,502,Schneider,Schneider Electric,PLC,BMX P34 2020,,v2.2
44.158.201.204,502,Schneider,Schneider Electric,PLC,TM221M16R,,V2.2
110.184.81.79,502,Schneider,Schneider Electric,PLC,BMX P34 20302,,v2.5
139.155.162.197,502,Schneider,Schneider Electric,Power Meter,ION7400,PowerLogic,003.000.000
214.1.59.128,502,Schneider,Schneider Electric,PLC,BMX P34 2020,,v2.5
140.25.235.100,502,ENTES,ENTES AS,Power Meter,23000102,POWER FACTOR CONTROLLER,V4.01
44.158.202.10,502,Schneider,Schneider Electric,PLC,TM221M16R,,V2.2
